KARAVANKE,hitrost,17 km/h,10 km/h,5 km/h,6 km/h,12 km/h,17 km/h,9 km/h,6 km/h,5 km/h,3 km/h,5 km/h,5 km/h,10 km/h,10 km/h,10 km/h,13 km/h,13 km/h,14 km/h,13 km/h,19 km/h,15 km/h,14 km/h,20 km/h,15 km/h,12 km/h,20 km/h,34 km/h,30 km/h,28 km/h,27 km/h,24 km/h
KARAVANKE,na 2000 m,rahel jugo-zahod,rahel jugo-vzhod,zmeren sever,rahel severo-vzhod,rahel severo-vzhod,zmeren jugo-vzhod,rahel jugo-vzhod,rahel jug,rahel jugo-vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel jug,rahel jug,rahel severo-zahod,rahel sever,rahel severo-vzhod,rahel severo-vzhod,rahel severo-zahod,rahel sever,rahel severo-zahod,rahel zahod,rahel sever,rahel jugo-vzhod,rahel severo-zahod,zmeren severo-zahod,zmeren severo-zahod,rahel severo-zahod,rahel zahod,rahel zahod
KARAVANKE,hitrost,12 km/h,4 km/h,22 km/h,16 km/h,15 km/h,19 km/h,15 km/h,10 km/h,5 km/h,7 km/h,9 km/h,11 km/h,11 km/h,13 km/h,6 km/h,6 km/h,4 km/h,8 km/h,9 km/h,6 km/h,5 km/h,2 km/h,6 km/h,1 km/h,7 km/h,4 km/h,21 km/h,20 km/h,17 km/h,15 km/h,10 km/h
KARAVANKE,na 1500 m,rahel jug,rahel sever,zmeren severo-vzhod,rahel severo-vzhod,rahel vzhod,rahel vzhod,rahel jugo-vzhod,rahel jug,rahel jugo-vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel jug,rahel vzhod,rahel vzhod,rahel sever,rahel sever,rahel severo-vzhod,rahel vzhod,rahel severo-vzhod,rahel jugo-vzhod,rahel jug,rahel severo-vzhod,rahel sever,rahel severo-zahod,rahel severo-zahod,rahel jugo-zahod,rahel jug
KARAVANKE,hitrost,3 km/h,13 km/h,22 km/h,16 km/h,17 km/h,12 km/h,15 km/h,14 km/h,10 km/h,12 km/h,10 km/h,11 km/h,9 km/h,5 km/h,7 km/h,5 km/h,3 km/h,3 km/h,1 km/h,6 km/h,9 km/h,10 km/h,0 km/h,7 km/h,9 km/h,7 km/h,6 km/h,13 km/h,10 km/h,4 km/h,8 km/h
KARAVANKE,na 1000 m,rahel severo-vzhod,rahel sever,rahel sever,rahel sever,rahel sever,rahel vzhod,rahel jugo-vzhod,rahel jug,rahel jug,rahel jug,rahel jugo-vzhod,rahel jug,rahel sever,rahel vzhod,rahel jugo-vzhod,rahel jug,rahel severo-zahod,rahel sever,rahel severo-zahod,rahel sever,rahel sever,rahel severo-vzhod,rahel severo-vzhod,rahel jugo-vzhod,rahel jug,rahel severo-vzhod,rahel sever,rahel severo-zahod,rahel severo-zahod,rahel jugo-vzhod,rahel jugo-vzhod
KARAVANKE,hitrost,5 km/h,6 km/h,4 km/h,6 km/h,3 km/h,3 km/h,13 km/h,12 km/h,5 km/h,6 km/h,4 km/h,1 km/h,4 km/h,3 km/h,6 km/h,4 km/h,4 km/h,5 km/h,5 km/h,4 km/h,5 km/h,5 km/h,2 km/h,7 km/h,6 km/h,7 km/h,4 km/h,5 km/h,2 km/h,2 km/h,8 km/h
KARAVANKE,na 500 m,rahel severo-vzhod,rahel sever,rahel severo-zahod,rahel severo-zahod,rahel sever,rahel severo-vzhod,rahel jugo-vzhod,rahel jug,rahel jugo-zahod,rahel jugo-zahod,rahel jugo-zahod,rahel severo-zahod,rahel sever,rahel vzhod,rahel jugo-vzhod,rahel jug,rahel zahod,rahel zahod,rahel zahod,rahel severo-zahod,rahel severo-zahod,rahel severo-vzhod,rahel vzhod,rahel jugo-vzhod,rahel jugo-zahod,rahel zahod,rahel severo-zahod,rahel zahod,rahel zahod,rahel jugo-vzhod,rahel jugo-vzhod
KARAVANKE,hitrost,2 km/h,2 km/h,2 km/h,3 km/h,1 km/h,1 km/h,7 km/h,6 km/h,3 km/h,3 km/h,3 km/h,2 km/h,2 km/h,2 km/h,4 km/h,2 km/h,2 km/h,3 km/h,3 km/h,2 km/h,1 km/h,3 km/h,1 km/h,4 km/h,4 km/h,1 km/h,3 km/h,3 km/h,1 km/h,1 km/h,5 km/h
KARAVANKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARAVANKE,Vlažnost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARAVANKE,na 5500 m,19 %,27 %,51 %,5 %,18 %,16 %,13 %,25 %,36 %,19 %,18 %,16 %,16 %,54 %,36 %,62 %,53 %,66 %,81 %,84 %,38 %,7 %,7 %,8 %,14 %,60 %,60 %,63 %,64 %,71 %,32 %
KARAVANKE,na 3000 m,75 %,70 %,86 %,98 %,97 %,95 %,78 %,74 %,81 %,83 %,87 %,81 %,82 %,78 %,75 %,58 %,60 %,52 %,46 %,52 %,44 %,51 %,46 %,73 %,81 %,65 %,68 %,56 %,29 %,25 %,49 %
KARAVANKE,na 2500 m,64 %,69 %,93 %,90 %,92 %,87 %,84 %,78 %,87 %,86 %,88 %,93 %,94 %,89 %,86 %,62 %,59 %,60 %,49 %,55 %,55 %,54 %,52 %,66 %,69 %,71 %,69 %,70 %,52 %,35 %,69 %
KARAVANKE,na 2000 m,64 %,84 %,72 %,65 %,72 %,69 %,82 %,80 %,79 %,85 %,87 %,89 %,92 %,90 %,92 %,74 %,70 %,60 %,56 %,59 %,64 %,64 %,66 %,60 %,61 %,65 %,60 %,58 %,58 %,55 %,67 %
KARAVANKE,na 1500 m,64 %,76 %,69 %,62 %,64 %,61 %,69 %,68 %,67 %,70 %,72 %,75 %,82 %,87 %,75 %,76 %,73 %,72 %,67 %,67 %,59 %,58 %,55 %,49 %,52 %,53 %,53 %,54 %,55 %,62 %,54 %
KARAVANKE,na 1000 m,60 %,76 %,79 %,76 %,83 %,76 %,53 %,53 %,59 %,60 %,60 %,67 %,78 %,70 %,58 %,63 %,67 %,68 %,75 %,82 %,85 %,64 %,43 %,39 %,47 %,47 %,46 %,53 %,56 %,50 %,42 %
KARAVANKE,na 500 m,74 %,82 %,89 %,90 %,94 %,75 %,51 %,51 %,67 %,78 %,83 %,82 %,83 %,66 %,55 %,62 %,87 %,88 %,88 %,91 %,94 %,60 %,42 %,39 %,64 %,72 %,69 %,74 %,72 %,47 %,40 %
KARAVANKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KARAVANKE,Stabilnost,močno labilno,labilno,stabilno,stabilno,stabilno,stabilno,rahlo labilno,rahlo labilno,labilno,labilno,labilno,labilno,labilno,labilno,labilno,labilno,labilno,labilno,labilno,rahlo labilno,stabilno,stabilno,stabilno,stabilno,stabilno,stabilno,stabilno,stabilno,stabilno,stabilno,rahlo labilno
KARAVANKE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POHORJE,Izračun: Torek 01.09.2026 02 CEST,To 08 CEST,To 11 CEST,To 14 CEST,To 17 CEST,To 20 CEST,To 23 CEST,Sr 02 CEST,Sr 05 CEST,Sr 08 CEST,Sr 11 CEST,Sr 14 CEST,Sr 17 CEST,Sr 20 CEST,Sr 23 CEST,Če 02 CEST,Če 05 CEST,Če 08 CEST,Če 11 CEST,Če 14 CEST,Če 17 CEST,Če 20 CEST,Če 23 CEST,Pe 02 CEST,Pe 05 CEST,Pe 08 CEST,Pe 11 CEST,Pe 14 CEST,Pe 17 CEST,Pe 20 CEST,Pe 23 CEST,So 02 CEST
POHORJE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POHORJE
POHORJE,Vreme na 1500 m,oblačno,pretežno oblačno,pretežno oblačno rahel/-lo/-la dež,delno oblačno,jasno,pretežno jasno,delno oblačno,delno oblačno,oblačno,delno oblačno,oblačno,oblačno,jasno,delno oblačno,jasno,jasno,jasno,pretežno jasno,delno oblačno,pretežno jasno,pretežno oblačno,oblačno,pretežno oblačno,pretežno oblačno,delno oblačno,pretežno jasno,pretežno jasno,jasno,jasno,jasno,jasno
POHORJE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POHORJE,Temperatura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POHORJE,na 5500 m,-9 °C,-9 °C,-9 °C,-9 °C,-10 °C,-11 °C,-11 °C,-12 °C,-13 °C,-13 °C,-12 °C,-12 °C,-13 °C,-13 °C,-13 °C,-12 °C,-12 °C,-10 °C,-8 °C,-8 °C,-8 °C,-8 °C,-8 °C,-7 °C,-7 °C,-6 °C,-7 °C,-7 °C,-7 °C,-7 °C,-8 °C
POHORJE,na 3000 m,3 °C,3 °C,3 °C,4 °C,5 °C,4 °C,4 °C,4 °C,4 °C,4 °C,4 °C,4 °C,5 °C,4 °C,4 °C,3 °C,3 °C,3 °C,3 °C,4 °C,4 °C,4 °C,4 °C,3 °C,5 °C,6 °C,6 °C,8 °C,10 °C,12 °C,12 °C
POHORJE,na 2500 m,6 °C,6 °C,6 °C,6 °C,8 °C,8 °C,7 °C,7 °C,6 °C,6 °C,6 °C,7 °C,8 °C,8 °C,8 °C,7 °C,6 °C,6 °C,6 °C,7 °C,8 °C,8 °C,7 °C,7 °C,8 °C,8 °C,8 °C,10 °C,13 °C,15 °C,16 °C
POHORJE,na 2000 m,9 °C,9 °C,9 °C,10 °C,10 °C,11 °C,10 °C,10 °C,9 °C,9 °C,10 °C,11 °C,12 °C,11 °C,12 °C,11 °C,10 °C,10 °C,11 °C,12 °C,12 °C,12 °C,11 °C,11 °C,11 °C,11 °C,13 °C,14 °C,16 °C,18 °C,19 °C
POHORJE,na 1500 m,13 °C,12 °C,14 °C,15 °C,15 °C,15 °C,14 °C,13 °C,13 °C,13 °C,15 °C,15 °C,15 °C,15 °C,16 °C,15 °C,14 °C,14 °C,16 °C,16 °C,16 °C,16 °C,15 °C,15 °C,15 °C,16 °C,18 °C,19 °C,19 °C,21 °C,22 °C
POHORJE,na 1000 m,17 °C,19 °C,21 °C,22 °C,18 °C,17 °C,16 °C,15 °C,18 °C,21 °C,23 °C,22 °C,17 °C,16 °C,16 °C,16 °C,18 °C,22 °C,24 °C,23 °C,19 °C,18 °C,18 °C,17 °C,20 °C,23 °C,26 °C,26 °C,20 °C,20 °C,19 °C
POHORJE,na 500 m,20 °C,21 °C,22 °C,23 °C,22 °C,22 °C,22 °C,20 °C,19 °C,22 °C,23 °C,23 °C,22 °C,22 °C,22 °C,21 °C,21 °C,22 °C,24 °C,24 °C,24 °C,23 °C,23 °C,22 °C,22 °C,24 °C,26 °C,28 °C,26 °C,26 °C,25 °C
POHORJE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POHORJE,Višina ničte izoterme,3589 m,3634 m,3664 m,3864 m,3777 m,3655 m,3704 m,3645 m,3619 m,3644 m,3670 m,3648 m,3671 m,3629 m,3561 m,3457 m,3419 m,3439 m,3527 m,3611 m,3833 m,3716 m,3640 m,3827 m,4111 m,4282 m,4295 m,4489 m,4509 m,4487 m,4418 m
POHORJE,Meja sneženja,3240 m,3216 m,3274 m,3493 m,3489 m,3335 m,3360 m,3329 m,3305 m,3339 m,3355 m,3350 m,3372 m,3355 m,3298 m,3175 m,3090 m,3146 m,3166 m,3285 m,3332 m,3334 m,3253 m,3226 m,3615 m,3925 m,3965 m,4230 m,4239 m,4236 m,4168 m
POHORJE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POHORJE,Veter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POHORJE,na 5500 m,močan zahod,močan zahod,močan zahod,močan zahod,zmeren zahod,zmeren zahod,zmeren zahod,zmeren zahod,zmeren zahod,zmeren zahod,zmeren zahod,zmeren zahod,zmeren severo-zahod,zmeren zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,močan severo-zahod,močan severo-zahod,močan severo-zahod,močan severo-zahod,močan severo-zahod,močan severo-zahod,močan severo-zahod,močan severo-zahod,močan severo-zahod,močan severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren zahod
POHORJE,hitrost,59 km/h,55 km/h,58 km/h,60 km/h,45 km/h,44 km/h,46 km/h,49 km/h,53 km/h,53 km/h,50 km/h,48 km/h,39 km/h,43 km/h,45 km/h,48 km/h,49 km/h,59 km/h,63 km/h,65 km/h,69 km/h,83 km/h,90 km/h,88 km/h,68 km/h,65 km/h,57 km/h,49 km/h,46 km/h,37 km/h,45 km/h
POHORJE,na 3000 m,zmeren jugo-zahod,zmeren jugo-zahod,zmeren zahod,zmeren severo-zahod,rahel zahod,rahel zahod,rahel zahod,rahel zahod,zmeren zahod,zmeren zahod,zmeren zahod,zmeren zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod
POHORJE,hitrost,22 km/h,22 km/h,18 km/h,19 km/h,18 km/h,9 km/h,17 km/h,14 km/h,21 km/h,22 km/h,21 km/h,19 km/h,21 km/h,22 km/h,25 km/h,28 km/h,19 km/h,28 km/h,27 km/h,33 km/h,41 km/h,52 km/h,42 km/h,41 km/h,47 km/h,44 km/h,39 km/h,39 km/h,32 km/h,30 km/h,27 km/h
POHORJE,na 2500 m,rahel zahod,rahel jugo-zahod,rahel jugo-zahod,rahel zahod,rahel severo-zahod,rahel zahod,rahel jug,rahel jugo-zahod,rahel zahod,rahel jugo-zahod,rahel zahod,rahel severo-zahod,zmeren severo-zahod,zmeren severo-zahod,rahel severo-zahod,rahel severo-zahod,rahel severo-zahod,rahel severo-zahod,zmeren severo-zahod,zmeren zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod
POHORJE,hitrost,7 km/h,12 km/h,12 km/h,9 km/h,16 km/h,6 km/h,6 km/h,8 km/h,14 km/h,15 km/h,4 km/h,9 km/h,20 km/h,18 km/h,13 km/h,13 km/h,5 km/h,15 km/h,19 km/h,19 km/h,27 km/h,34 km/h,30 km/h,34 km/h,42 km/h,36 km/h,28 km/h,25 km/h,25 km/h,26 km/h,23 km/h
POHORJE,na 2000 m,rahel vzhod,rahel jugo-vzhod,rahel jug,rahel jug,rahel zahod,rahel severo-zahod,rahel jugo-vzhod,rahel jugo-vzhod,rahel jug,rahel jug,rahel jug,rahel jugo-zahod,rahel severo-zahod,rahel severo-zahod,rahel sever,rahel sever,rahel severo-vzhod,rahel severo-zahod,rahel zahod,rahel zahod,rahel zahod,rahel severo-zahod,rahel severo-zahod,rahel severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren zahod,rahel zahod,zmeren zahod,zmeren zahod,zmeren zahod
POHORJE,hitrost,3 km/h,14 km/h,9 km/h,9 km/h,9 km/h,5 km/h,6 km/h,9 km/h,10 km/h,12 km/h,3 km/h,5 km/h,15 km/h,13 km/h,9 km/h,2 km/h,2 km/h,3 km/h,11 km/h,10 km/h,17 km/h,12 km/h,13 km/h,18 km/h,32 km/h,18 km/h,18 km/h,15 km/h,21 km/h,26 km/h,26 km/h
POHORJE,na 1500 m,rahel vzhod,rahel jugo-vzhod,rahel jug,rahel jug,rahel jug,rahel jug,rahel jugo-vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel jugo-zahod,rahel severo-zahod,rahel sever,rahel severo-vzhod,rahel vzhod,rahel vzhod,rahel zahod,rahel jugo-zahod,rahel zahod,rahel zahod,rahel severo-zahod,rahel zahod,rahel severo-zahod,rahel zahod,zmeren zahod,zmeren jugo-zahod,zmeren jugo-zahod,zmeren zahod,zmeren zahod
POHORJE,hitrost,7 km/h,8 km/h,10 km/h,12 km/h,7 km/h,7 km/h,10 km/h,9 km/h,8 km/h,6 km/h,4 km/h,3 km/h,5 km/h,11 km/h,7 km/h,8 km/h,9 km/h,2 km/h,9 km/h,4 km/h,9 km/h,5 km/h,2 km/h,4 km/h,16 km/h,10 km/h,18 km/h,19 km/h,25 km/h,26 km/h,24 km/h
POHORJE,na 1000 m,rahel vzhod,rahel jug,rahel jug,rahel jug,rahel jugo-vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel vzhod,rahel vzhod,rahel jug,rahel jug,rahel vzhod,rahel severo-vzhod,rahel severo-vzhod,rahel sever,rahel sever,rahel severo-vzhod,rahel vzhod,rahel zahod,rahel jugo-vzhod,rahel vzhod,rahel vzhod,rahel vzhod,rahel vzhod,rahel jugo-zahod,rahel zahod,rahel zahod,rahel jugo-zahod,rahel jugo-zahod,rahel jugo-zahod,rahel zahod
POHORJE,hitrost,2 km/h,3 km/h,7 km/h,8 km/h,3 km/h,4 km/h,4 km/h,3 km/h,3 km/h,5 km/h,3 km/h,2 km/h,1 km/h,1 km/h,2 km/h,3 km/h,4 km/h,0 km/h,6 km/h,3 km/h,2 km/h,1 km/h,1 km/h,3 km/h,1 km/h,7 km/h,11 km/h,12 km/h,5 km/h,3 km/h,5 km/h
POHORJE,na 500 m,rahel jugo-vzhod,rahel jug,rahel jug,rahel jug,rahel jugo-vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel vzhod,rahel vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel jugo-vzhod,rahel severo-vzhod,rahel severo-vzhod,rahel sever,rahel sever,rahel severo-vzhod,rahel jug,rahel zahod,rahel jugo-vzhod,rahel vzhod,rahel vzhod,rahel vzhod,rahel vzhod,rahel jugo-zahod,rahel zahod,rahel zahod,rahel jugo-zahod,rahel jugo-zahod,rahel jugo-zahod,rahel zahod
POHORJE,hitrost,0 km/h,3 km/h,5 km/h,6 km/h,3 km/h,4 km/h,4 km/h,4 km/h,3 km/h,4 km/h,3 km/h,2 km/h,1 km/h,1 km/h,3 km/h,3 km/h,2 km/h,1 km/h,5 km/h,3 km/h,2 km/h,2 km/h,3 km/h,3 km/h,1 km/h,6 km/h,9 km/h,10 km/h,4 km/h,3 km/h,4 km/h
POHORJE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POHORJE,Vlažnost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POHORJE,na 5500 m,11 %,21 %,15 %,13 %,49 %,42 %,28 %,22 %,36 %,66 %,31 %,56 %,67 %,61 %,82 %,75 %,83 %,19 %,8 %,8 %,22 %,46 %,60 %,66 %,64 %,61 %,28 %,29 %,38 %,44 %,50 %
POHORJE,na 3000 m,99 %,96 %,87 %,70 %,61 %,82 %,92 %,90 %,85 %,81 %,85 %,72 %,58 %,55 %,33 %,43 %,55 %,57 %,84 %,73 %,68 %,61 %,76 %,85 %,68 %,64 %,61 %,53 %,34 %,31 %,32 %
POHORJE,na 2500 m,72 %,82 %,79 %,85 %,76 %,76 %,89 %,85 %,90 %,92 %,96 %,87 %,55 %,59 %,54 %,57 %,71 %,66 %,80 %,80 %,72 %,64 %,68 %,79 %,69 %,71 %,76 %,68 %,46 %,30 %,31 %
POHORJE,na 2000 m,76 %,75 %,78 %,76 %,76 %,73 %,73 %,73 %,74 %,85 %,81 %,83 %,64 %,63 %,58 %,64 %,67 %,74 %,66 %,68 %,62 %,62 %,64 %,68 %,65 %,69 %,66 %,59 %,50 %,36 %,32 %
POHORJE,na 1500 m,68 %,76 %,66 %,59 %,62 %,64 %,60 %,62 %,62 %,69 %,64 %,68 %,68 %,64 %,54 %,55 %,57 %,60 %,50 %,55 %,54 %,56 %,58 %,62 %,57 %,57 %,52 %,46 %,47 %,39 %,36 %
POHORJE,na 1000 m,82 %,58 %,50 %,43 %,62 %,63 %,62 %,65 %,60 %,48 %,44 %,50 %,77 %,75 %,70 %,70 %,58 %,43 %,35 %,41 %,62 %,59 %,57 %,61 %,52 %,40 %,36 %,34 %,54 %,56 %,57 %
POHORJE,na 500 m,75 %,61 %,48 %,42 %,55 %,57 %,54 %,58 %,60 %,50 %,46 %,51 %,71 %,70 %,64 %,66 %,61 %,47 %,38 %,41 %,56 %,52 %,49 %,54 %,51 %,40 %,36 %,33 %,48 %,49 %,50 %
POHORJE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POHORJE,Stabilnost,stabilno,stabilno,stabilno,stabilno,rahlo labilno,rahlo labilno,rahlo labilno,rahlo labilno,rahlo labilno,labilno,labilno,labilno,labilno,labilno,labilno,rahlo labilno,rahlo labilno,stabilno,stabilno,stabilno,stabilno,stabilno,stabilno,stabilno,stabilno,stabilno,stabilno,rahlo labilno,rahlo labilno,rahlo labilno,rahlo labilno
POHORJE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNEŽNIK,Izračun: Torek 01.09.2026 02 CEST,To 08 CEST,To 11 CEST,To 14 CEST,To 17 CEST,To 20 CEST,To 23 CEST,Sr 02 CEST,Sr 05 CEST,Sr 08 CEST,Sr 11 CEST,Sr 14 CEST,Sr 17 CEST,Sr 20 CEST,Sr 23 CEST,Če 02 CEST,Če 05 CEST,Če 08 CEST,Če 11 CEST,Če 14 CEST,Če 17 CEST,Če 20 CEST,Če 23 CEST,Pe 02 CEST,Pe 05 CEST,Pe 08 CEST,Pe 11 CEST,Pe 14 CEST,Pe 17 CEST,Pe 20 CEST,Pe 23 CEST,So 02 CEST
SNEŽNIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNEŽNIK
SNEŽNIK,Vreme na 1500 m,delno oblačno rahel/-lo/-la dež,delno oblačno rahel/-lo/-la dež,pretežno oblačno,pretežno jasno,jasno,jasno,jasno,jasno,pretežno oblačno,jasno,pretežno oblačno,pretežno oblačno rahel/-lo/-la dež,pretežno jasno,pretežno jasno,jasno,jasno,jasno,jasno,pretežno jasno,delno oblačno,pretežno jasno,oblačno,pretežno oblačno,pretežno oblačno,pretežno jasno,delno oblačno,jasno,jasno,jasno,jasno,jasno
SNEŽNIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNEŽNIK,Temperatura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNEŽNIK,na 5500 m,-9 °C,-8 °C,-9 °C,-9 °C,-9 °C,-9 °C,-10 °C,-11 °C,-11 °C,-11 °C,-12 °C,-11 °C,-11 °C,-12 °C,-11 °C,-11 °C,-11 °C,-9 °C,-8 °C,-7 °C,-7 °C,-6 °C,-7 °C,-7 °C,-6 °C,-6 °C,-6 °C,-6 °C,-6 °C,-7 °C,-7 °C
SNEŽNIK,na 3000 m,5 °C,5 °C,6 °C,6 °C,6 °C,6 °C,6 °C,6 °C,5 °C,5 °C,5 °C,5 °C,6 °C,6 °C,5 °C,5 °C,5 °C,4 °C,4 °C,4 °C,5 °C,6 °C,6 °C,6 °C,6 °C,7 °C,7 °C,9 °C,11 °C,12 °C,12 °C
SNEŽNIK,na 2500 m,8 °C,8 °C,8 °C,8 °C,10 °C,9 °C,9 °C,8 °C,8 °C,8 °C,8 °C,8 °C,8 °C,10 °C,8 °C,9 °C,9 °C,8 °C,8 °C,9 °C,8 °C,9 °C,10 °C,9 °C,9 °C,9 °C,10 °C,11 °C,14 °C,15 °C,16 °C
SNEŽNIK,na 2000 m,11 °C,11 °C,11 °C,12 °C,13 °C,14 °C,13 °C,12 °C,12 °C,12 °C,12 °C,12 °C,12 °C,13 °C,12 °C,12 °C,12 °C,12 °C,13 °C,14 °C,13 °C,13 °C,13 °C,13 °C,13 °C,12 °C,14 °C,14 °C,16 °C,18 °C,18 °C
SNEŽNIK,na 1500 m,14 °C,14 °C,15 °C,17 °C,16 °C,17 °C,17 °C,16 °C,15 °C,15 °C,17 °C,17 °C,16 °C,16 °C,16 °C,16 °C,16 °C,16 °C,18 °C,19 °C,18 °C,17 °C,17 °C,17 °C,17 °C,17 °C,19 °C,19 °C,18 °C,19 °C,19 °C
SNEŽNIK,na 1000 m,16 °C,18 °C,22 °C,22 °C,18 °C,17 °C,16 °C,16 °C,18 °C,21 °C,23 °C,22 °C,19 °C,17 °C,17 °C,16 °C,18 °C,22 °C,24 °C,24 °C,20 °C,18 °C,18 °C,18 °C,20 °C,23 °C,25 °C,24 °C,20 °C,19 °C,19 °C
SNEŽNIK,na 500 m,19 °C,20 °C,23 °C,24 °C,23 °C,22 °C,22 °C,21 °C,21 °C,23 °C,24 °C,24 °C,24 °C,23 °C,22 °C,22 °C,22 °C,24 °C,26 °C,26 °C,25 °C,24 °C,24 °C,24 °C,24 °C,25 °C,27 °C,26 °C,25 °C,25 °C,25 °C
SNEŽNIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNEŽNIK,Višina ničte izoterme,3869 m,3872 m,3997 m,3962 m,3926 m,3881 m,3819 m,3801 m,3735 m,3855 m,3840 m,3842 m,3815 m,3761 m,3701 m,3649 m,3592 m,3637 m,3770 m,3914 m,4196 m,4230 m,4082 m,4211 m,4394 m,4442 m,4450 m,4598 m,4560 m,4563 m,4542 m
SNEŽNIK,Meja sneženja,3511 m,3541 m,3628 m,3651 m,3594 m,3584 m,3512 m,3488 m,3423 m,3503 m,3569 m,3561 m,3536 m,3496 m,3408 m,3381 m,3304 m,3337 m,3319 m,3252 m,3748 m,3917 m,3754 m,3738 m,3977 m,4099 m,4089 m,4290 m,4300 m,4307 m,4284 m
SNEŽNIK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNEŽNIK,Veter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SNEŽNIK,na 5500 m,zmeren zahod,zmeren zahod,močan zahod,močan zahod,močan zahod,zmeren zahod,močan zahod,močan zahod,močan zahod,zmeren zahod,zmeren zahod,zmeren zahod,zmeren severo-zahod,zmeren zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,močan severo-zahod,zmeren severo-zahod,zmeren severo-zahod,močan severo-zahod,močan severo-zahod,močan sever,močan severo-zahod,močan severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod
SNEŽNIK,hitrost,49 km/h,50 km/h,59 km/h,63 km/h,59 km/h,51 km/h,57 km/h,61 km/h,57 km/h,49 km/h,41 km/h,48 km/h,42 km/h,36 km/h,40 km/h,41 km/h,46 km/h,54 km/h,49 km/h,49 km/h,64 km/h,66 km/h,72 km/h,69 km/h,62 km/h,53 km/h,44 km/h,48 km/h,41 km/h,32 km/h,32 km/h
SNEŽNIK,na 3000 m,zmeren zahod,zmeren zahod,zmeren zahod,zmeren zahod,zmeren zahod,zmeren zahod,zmeren zahod,zmeren zahod,rahel zahod,rahel zahod,zmeren zahod,rahel zahod,rahel zahod,rahel severo-zahod,rahel sever,rahel severo-vzhod,rahel severo-zahod,rahel severo-zahod,rahel severo-zahod,rahel severo-zahod,zmeren severo-zahod,zmeren sever,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren severo-zahod,zmeren sever,zmeren sever,rahel severo-zahod,rahel zahod
SNEŽNIK,hitrost,28 km/h,27 km/h,30 km/h,28 km/h,33 km/h,23 km/h,23 km/h,19 km/h,18 km/h,17 km/h,18 km/h,15 km/h,13 km/h,17 km/h,12 km/h,5 km/h,6 km/h,14 km/h,12 km/h,1 km/h,19 km/h,33 km/h,28 km/h,28 km/h,30 km/h,29 km/h,18 km/h,19 km/h,19 km/h,15 km/h,16 km/h
